Ensembl Gene ID	Transcript length (including UTRs and CDS)	Associated Gene Name
ENSGALG00000041280	921	FOSB
ENSGALG00000028636	483	MYEOV2
ENSGALG00000005689	1982	Pax-2
ENSGALG00000005689	1149	Pax-2
ENSGALG00000020716	990	C1orf228
ENSGALG00000031605	1119	POU3F1
ENSGALG00000029201	1485	
ENSGALG00000029201	1086	
ENSGALG00000008632	1998	ACSS1
ENSGALG00000007393	2665	SUDS3
ENSGALG00000007393	864	SUDS3
ENSGALG00000037139	1716	
ENSGALG00000037139	2250	
ENSGALG00000005554	1713	ADIPOQ
ENSGALG00000003199	2314	Mlx
ENSGALG00000037087	1485	RPF2
ENSGALG00000037087	1299	RPF2
ENSGALG00000015628	1464	MSANTD1
ENSGALG00000034325	1155	RBFOX1
ENSGALG00000034325	1074	RBFOX1
ENSGALG00000039163	5535	ARHGEF11
ENSGALG00000039163	5505	ARHGEF11
ENSGALG00000039163	5499	ARHGEF11
ENSGALG00000039163	5409	ARHGEF11
ENSGALG00000039163	4560	ARHGEF11
ENSGALG00000042329	1660	
ENSGALG00000042329	1419	
ENSGALG00000001502	1048	UTP11
ENSGALG00000029077	3511	CBL
ENSGALG00000038877	411	
ENSGALG00000014758	1652	ARHGAP28
ENSGALG00000042552	5538	TJP1
ENSGALG00000042552	5733	TJP1
ENSGALG00000042552	5481	TJP1
ENSGALG00000042552	5160	TJP1
ENSGALG00000031913	2113	
ENSGALG00000005698	1038	HIF1AN
ENSGALG00000016809	1365	Edar
ENSGALG00000016809	1305	Edar
ENSGALG00000005550	2170	ST6GAL1
ENSGALG00000005550	1559	ST6GAL1
ENSGALG00000008686	1855	TRDMT1
ENSGALG00000008686	1971	TRDMT1
ENSGALG00000008686	1125	TRDMT1
ENSGALG00000008627	4098	TTBK1
ENSGALG00000006873	732	PHRF1
ENSGALG00000006873	1761	PHRF1
ENSGALG00000006873	6729	PHRF1
ENSGALG00000006873	5037	PHRF1
ENSGALG00000006873	4779	PHRF1
ENSGALG00000006873	1317	PHRF1
ENSGALG00000006873	1344	PHRF1
ENSGALG00000032620	4067	
ENSGALG00000030210	1620	TMEM200C
ENSGALG00000010120	2526	KIF2C
ENSGALG00000010120	1821	KIF2C
ENSGALG00000006779	1422	PDZD3
ENSGALG00000009602	3378	MYO3B
ENSGALG00000009602	2328	MYO3B
ENSGALG00000009602	756	MYO3B
ENSGALG00000009602	897	MYO3B
ENSGALG00000009602	579	MYO3B
ENSGALG00000020986	1432	
ENSGALG00000014762	1101	
ENSGALG00000035187	2139	FHL3
ENSGALG00000035187	2343	FHL3
ENSGALG00000005704	549	
ENSGALG00000005704	614	
ENSGALG00000015044	988	GTF3C6
ENSGALG00000015044	942	GTF3C6
ENSGALG00000027334	1634	
ENSGALG00000027334	1581	
ENSGALG00000027334	1463	
ENSGALG00000013169	978	IL20RB
ENSGALG00000013169	930	IL20RB
ENSGALG00000042933	2127	
ENSGALG00000016810	2039	SH3RF3
ENSGALG00000034824	650	
ENSGALG00000019741	929	PSMC3IP
ENSGALG00000019741	1027	PSMC3IP
ENSGALG00000019741	1177	PSMC3IP
ENSGALG00000037223	948	
ENSGALG00000001661	2067	SLC22A7
ENSGALG00000036447	4383	A2ML1
ENSGALG00000005544	918	GPR55
ENSGALG00000033501	920	
ENSGALG00000015635	9294	HTT
ENSGALG00000041783	1644	TMEM19
ENSGALG00000032890	987	
ENSGALG00000005543	918	
ENSGALG00000034347	2192	
ENSGALG00000016811	1278	
ENSGALG00000007396	3322	TAOK3
ENSGALG00000007396	2673	TAOK3
ENSGALG00000008614	5421	TTL
ENSGALG00000005722	2172	SEC31B
ENSGALG00000042034	1161	
ENSGALG00000036994	1047	
ENSGALG00000039575	1026	AMD1
ENSGALG00000010183	2204	RAB21
ENSGALG00000029514	3785	MAPK8IP3
ENSGALG00000029514	3755	MAPK8IP3
ENSGALG00000029514	3716	MAPK8IP3
ENSGALG00000029514	3783	MAPK8IP3
ENSGALG00000029514	2838	MAPK8IP3
ENSGALG00000036373	2761	
ENSGALG00000036373	525	
ENSGALG00000036111	3049	ITM2C
ENSGALG00000036111	2759	ITM2C
ENSGALG00000026360	1089	SOWAHC
ENSGALG00000039408	4484	PNPLA6
ENSGALG00000039408	3990	PNPLA6
ENSGALG00000010124	851	RPS8
ENSGALG00000010124	787	RPS8
ENSGALG00000000616	1373	ELF3
ENSGALG00000035452	315	
ENSGALG00000032904	5990	
ENSGALG00000043352	1209	
ENSGALG00000043352	1170	
ENSGALG00000032273	3354	POLR1B
ENSGALG00000003162	1149	FAM134C
ENSGALG00000005733	1047	WNT8B
ENSGALG00000001540	1740	SF3A3
ENSGALG00000001540	1506	SF3A3
ENSGALG00000037645	4185	
ENSGALG00000027262	1521	CAB39
ENSGALG00000027262	1304	CAB39
ENSGALG00000013170	966	GSG1L
ENSGALG00000000607	2269	GPR37L1
ENSGALG00000007403	1266	PEBP1
ENSGALG00000014252	4248	
ENSGALG00000009373	3261	CTSO
ENSGALG00000030749	1852	
ENSGALG00000008704	13764	
ENSGALG00000008704	3261	
ENSGALG00000008704	2307	
ENSGALG00000015433	7072	ABCA1
ENSGALG00000030003	1957	
ENSGALG00000003985	2967	TARSL2
ENSGALG00000000606	2002	ARL8A
ENSGALG00000005739	1420	SCD
ENSGALG00000005739	1065	SCD
ENSGALG00000028471	849	CNPY3
ENSGALG00000028471	708	CNPY3
ENSGALG00000015645	2100	GRK4
ENSGALG00000038678	2552	EPB41L3
ENSGALG00000038678	3656	EPB41L3
ENSGALG00000038678	3389	EPB41L3
ENSGALG00000038678	2588	EPB41L3
ENSGALG00000038678	2882	EPB41L3
ENSGALG00000038678	2726	EPB41L3
ENSGALG00000038678	2657	EPB41L3
ENSGALG00000037833	2182	
ENSGALG00000007623	12097	CACNA1G
ENSGALG00000007623	12028	CACNA1G
ENSGALG00000007623	7372	CACNA1G
ENSGALG00000007623	6711	CACNA1G
ENSGALG00000007623	1173	CACNA1G
ENSGALG00000009608	3144	
ENSGALG00000009608	3126	
ENSGALG00000028415	1559	
ENSGALG00000043605	1938	BEST4
ENSGALG00000043605	1467	BEST4
ENSGALG00000009378	1661	PDGFC
ENSGALG00000033711	390	
ENSGALG00000039903	1827	VSIG10
ENSGALG00000039903	1829	VSIG10
ENSGALG00000035771	4118	
ENSGALG00000035771	3427	
ENSGALG00000010190	3143	TBC1D15
ENSGALG00000010190	1917	TBC1D15
ENSGALG00000010190	1884	TBC1D15
ENSGALG00000038123	1482	
ENSGALG00000038123	1527	
ENSGALG00000038123	1272	
ENSGALG00000043290	885	GNMT
ENSGALG00000037269	2319	PLEKHH3
ENSGALG00000026271	1499	TM2D3
ENSGALG00000009395	1526	GLRB
ENSGALG00000001606	2371	INPP5B
ENSGALG00000001606	2458	INPP5B
ENSGALG00000040825	1670	
ENSGALG00000014263	4071	PHC1
ENSGALG00000034328	1437	MCOLN1
ENSGALG00000034328	576	MCOLN1
ENSGALG00000028830	1429	CFAP73
ENSGALG00000037576	1998	VSX1
ENSGALG00000015439	2173	SLC44A1
ENSGALG00000033177	2032	
ENSGALG00000043363	4758	KIAA0556
ENSGALG00000043363	2931	KIAA0556
ENSGALG00000041955	963	
ENSGALG00000041955	933	
ENSGALG00000041955	969	
ENSGALG00000028519	2488	CCR10
ENSGALG00000010129	4976	PLK3
ENSGALG00000010129	1839	PLK3
ENSGALG00000027351	1670	LRRC71
ENSGALG00000005766	2373	PKD2L1
ENSGALG00000005766	2319	PKD2L1
ENSGALG00000041526	2087	
ENSGALG00000035605	972	
ENSGALG00000035605	1086	
ENSGALG00000031681	2532	M6PR
ENSGALG00000007490	2542	DDX54
ENSGALG00000037436	1719	
ENSGALG00000015649	2571	NOP14
ENSGALG00000015649	2502	NOP14
ENSGALG00000004038	469	ADAL
ENSGALG00000004038	1834	ADAL
ENSGALG00000003123	5328	CNTNAP1
ENSGALG00000039257	1591	CYP4F22
ENSGALG00000033498	777	
ENSGALG00000031712	1345	
ENSGALG00000031712	381	
ENSGALG00000039867	375	
ENSGALG00000010198	2162	TPH2
ENSGALG00000001639	2511	MTF1
ENSGALG00000015442	1953	FSD1L
ENSGALG00000015051	1408	CDK19
ENSGALG00000015051	1509	CDK19
ENSGALG00000015051	1383	CDK19
ENSGALG00000015051	1377	CDK19
ENSGALG00000015051	1194	CDK19
ENSGALG00000009405	4162	GRIA2
ENSGALG00000009405	4041	GRIA2
ENSGALG00000005792	690	
ENSGALG00000008563	2175	ENTPD6
ENSGALG00000008563	885	ENTPD6
ENSGALG00000039504	598	
ENSGALG00000036093	2409	PTPN7
ENSGALG00000036093	1065	PTPN7
ENSGALG00000036093	1041	PTPN7
ENSGALG00000029260	1075	H-RAS
ENSGALG00000040628	1141	MRPS34
ENSGALG00000009676	943	METTL5
ENSGALG00000005521	4235	PER2
ENSGALG00000005521	3951	PER2
ENSGALG00000005521	3618	PER2
ENSGALG00000030677	817	
ENSGALG00000007512	996	
ENSGALG00000029971	1491	PGLYRP2
ENSGALG00000029001	955	YRDC
ENSGALG00000028978	984	BTBD19
ENSGALG00000028978	891	BTBD19
ENSGALG00000028622	3462	PEAR1
ENSGALG00000028622	3618	PEAR1
ENSGALG00000028622	1599	PEAR1
ENSGALG00000036610	1705	
ENSGALG00000004046	1477	LARP6
ENSGALG00000004046	1296	LARP6
ENSGALG00000031654	234	
ENSGALG00000038340	1564	ZBTB14
ENSGALG00000038340	1347	ZBTB14
ENSGALG00000034526	916	H-RAS
ENSGALG00000030372	750	MPZ
ENSGALG00000010200	2619	TRHDE
ENSGALG00000015443	1816	FKTN
ENSGALG00000015443	1263	FKTN
ENSGALG00000004630	2063	
ENSGALG00000001653	2127	MANEAL
ENSGALG00000039764	4302	
ENSGALG00000033628	2096	
ENSGALG00000037794	822	
ENSGALG00000006857	6523	SPATA20
ENSGALG00000009677	1948	SSB
ENSGALG00000042411	3082	
ENSGALG00000005794	2002	BLOC1S2
ENSGALG00000027053	1150	C18orf42
ENSGALG00000003068	2370	EZH1
ENSGALG00000003068	2301	EZH1
ENSGALG00000007387	6438	GTF3C1
ENSGALG00000011865	1293	
ENSGALG00000008552	1288	MAL
ENSGALG00000042095	1311	CXR
ENSGALG00000043196	1497	
ENSGALG00000023114	354	TAL2
ENSGALG00000004648	1351	PDCD5
ENSGALG00000040891	1177	RSU1
ENSGALG00000040891	1344	RSU1
ENSGALG00000040891	1430	RSU1
ENSGALG00000025972	1407	SELM
ENSGALG00000032482	1041	
ENSGALG00000038400	1127	TOMM40L
ENSGALG00000010204	1904	KCNC2
ENSGALG00000010204	1889	KCNC2
ENSGALG00000020737	1728	KLHL23
ENSGALG00000008550	1601	MRPS5
ENSGALG00000023279	1806	EPN3
ENSGALG00000023279	1722	EPN3
ENSGALG00000001912	2459	
ENSGALG00000001912	1955	
ENSGALG00000001912	2337	
ENSGALG00000026253	2659	TMEM144
ENSGALG00000026253	1215	TMEM144
ENSGALG00000035614	639	
ENSGALG00000027472	2088	TMEM38B
ENSGALG00000027472	1703	TMEM38B
ENSGALG00000015055	2073	SLC22A16
ENSGALG00000015055	1841	SLC22A16
ENSGALG00000015055	858	SLC22A16
ENSGALG00000024449	793	RAMP2
ENSGALG00000000584	4017	
ENSGALG00000004059	2205	LRRC49
ENSGALG00000004059	2019	LRRC49
ENSGALG00000017681	327	POLR3K
ENSGALG00000030350	261	
ENSGALG00000035236	1027	BCAP31
ENSGALG00000010133	4369	PTCH2
ENSGALG00000010133	4120	PTCH2
ENSGALG00000010133	4008	PTCH2
ENSGALG00000034262	1004	VPS25
ENSGALG00000024266	435	
ENSGALG00000020736	735	PHOSPHO2
ENSGALG00000026559	656	SNRNP25
ENSGALG00000007661	2130	MYCBPAP
ENSGALG00000035351	8112	
ENSGALG00000035351	7079	
ENSGALG00000035351	6760	
ENSGALG00000035351	5173	
ENSGALG00000039221	1815	
ENSGALG00000039221	1512	
ENSGALG00000039221	2238	
ENSGALG00000032554	732	C1QL3
ENSGALG00000015057	1294	DDO
ENSGALG00000005795	2160	CYP2C23a
ENSGALG00000005795	1598	CYP2C23a
ENSGALG00000005795	1598	CYP2C23a
ENSGALG00000005795	2839	CYP2C23a
ENSGALG00000033185	874	TAZ
ENSGALG00000019019	2738	NTRK1
ENSGALG00000019019	2370	NTRK1
ENSGALG00000010208	2063	CAPS2
ENSGALG00000010208	1811	CAPS2
ENSGALG00000000568	909	
ENSGALG00000030901	495	UFC1
ENSGALG00000008544	2924	SLC8A1
ENSGALG00000008544	2886	SLC8A1
ENSGALG00000015451	7464	ZNF462
ENSGALG00000015451	7272	ZNF462
ENSGALG00000041120	1491	METTL24
ENSGALG00000009839	2325	PPIG
ENSGALG00000001946	2024	RSPO1
ENSGALG00000008728	1766	PTER
ENSGALG00000008728	1145	PTER
ENSGALG00000031839	1300	SUV39H1
ENSGALG00000030270	1540	CD1C
ENSGALG00000030270	918	CD1C
ENSGALG00000030270	819	CD1C
ENSGALG00000007434	2562	RHBDF1
ENSGALG00000015652	2008	MFSD10
ENSGALG00000015652	1739	MFSD10
ENSGALG00000015652	1858	MFSD10
ENSGALG00000015652	2088	MFSD10
ENSGALG00000015652	1692	MFSD10
ENSGALG00000005505	4975	PIK3CB
ENSGALG00000032191	876	
ENSGALG00000032191	2235	
ENSGALG00000032191	360	
ENSGALG00000009429	2292	RXFP1
ENSGALG00000009429	1770	RXFP1
ENSGALG00000031659	3357	
ENSGALG00000031659	3357	
ENSGALG00000031659	3125	
ENSGALG00000014793	3261	DLGAP1
ENSGALG00000014793	3261	DLGAP1
ENSGALG00000014793	2412	DLGAP1
ENSGALG00000014793	2055	DLGAP1
ENSGALG00000014793	2082	DLGAP1
ENSGALG00000014793	1221	DLGAP1
ENSGALG00000004671	3482	ANKRD27
ENSGALG00000004671	3410	ANKRD27
ENSGALG00000004671	3610	ANKRD27
ENSGALG00000015061	2041	CDC40
ENSGALG00000029313	300	
ENSGALG00000021897	1335	
ENSGALG00000001973	2367	GNL2
ENSGALG00000009841	2652	FASTKD1
ENSGALG00000019768	1898	ACSF2
ENSGALG00000019768	1737	ACSF2
ENSGALG00000015540	1364	RAD23B
ENSGALG00000006904	2200	RNH1
ENSGALG00000013253	6122	INSRR
ENSGALG00000008739	1338	FAM188A
ENSGALG00000000541	2494	ZC3H11A
ENSGALG00000000541	2426	ZC3H11A
ENSGALG00000029282	1130	FOXL2
ENSGALG00000008538	1055	GINS1
ENSGALG00000008538	1753	GINS1
ENSGALG00000010222	624	
ENSGALG00000034345	545	COA3
ENSGALG00000015066	1689	WASF1
ENSGALG00000028488	2262	
ENSGALG00000043052	1617	CD1.2
ENSGALG00000010140	1690	EIF2B3
ENSGALG00000010140	3581	EIF2B3
ENSGALG00000001996	1095	DNALI1
ENSGALG00000026928	1954	KLF4
ENSGALG00000028691	1111	MPG
ENSGALG00000028691	969	MPG
ENSGALG00000039548	654	
ENSGALG00000005367	1242	MRPS22
ENSGALG00000036769	1040	
ENSGALG00000005857	2025	ALOX5
ENSGALG00000005857	2007	ALOX5
ENSGALG00000038813	2990	KLHL41
ENSGALG00000009432	1239	C4orf46
ENSGALG00000010223	801	GLIPR1
ENSGALG00000019761	2147	CHAD
ENSGALG00000015068	987	GPR6
ENSGALG00000032348	1095	LTB4R1
ENSGALG00000023506	1286	
ENSGALG00000002973	1845	BECN1
ENSGALG00000004087	3081	THSD4
ENSGALG00000004087	780	THSD4
ENSGALG00000004087	1908	THSD4
ENSGALG00000004087	1605	THSD4
ENSGALG00000035235	1040	
ENSGALG00000033375	2547	
ENSGALG00000026070	1690	
ENSGALG00000016813	2712	CHAMP1
ENSGALG00000016813	2763	CHAMP1
ENSGALG00000016813	2520	CHAMP1
ENSGALG00000016813	2472	CHAMP1
ENSGALG00000016813	2367	CHAMP1
ENSGALG00000016813	2355	CHAMP1
ENSGALG00000016813	2355	CHAMP1
ENSGALG00000016813	2349	CHAMP1
ENSGALG00000016813	2280	CHAMP1
ENSGALG00000016813	2271	CHAMP1
ENSGALG00000035499	2889	
ENSGALG00000002010	1203	SNIP1
ENSGALG00000002010	906	SNIP1
ENSGALG00000031986	1365	
ENSGALG00000031986	1356	
ENSGALG00000031986	1407	
ENSGALG00000031986	1344	
ENSGALG00000031986	1332	
ENSGALG00000010224	1606	GLIPR1L
ENSGALG00000014691	1324	PHAX
ENSGALG00000014691	1943	PHAX
ENSGALG00000030425	1114	
ENSGALG00000009846	2375	BBS5
ENSGALG00000033736	639	
ENSGALG00000041421	1002	
ENSGALG00000010203	2664	
ENSGALG00000004675	4253	RGS9BP
ENSGALG00000041031	4869	
ENSGALG00000015664	4421	ADD1
ENSGALG00000009442	4491	ETFDH
ENSGALG00000005357	2742	COPB2
ENSGALG00000007456	1749	NPRL3
ENSGALG00000007456	1710	NPRL3
ENSGALG00000029498	2460	NUDT19
ENSGALG00000037721	927	
ENSGALG00000005867	2854	8-Mar
ENSGALG00000005867	3536	8-Mar
ENSGALG00000014795	1584	TGIF1
ENSGALG00000014795	1471	TGIF1
ENSGALG00000014795	801	TGIF1
ENSGALG00000010227	1623	KRR1
ENSGALG00000038466	435	
ENSGALG00000038466	435	
ENSGALG00000014692	1900	LMNB1
ENSGALG00000040696	1131	PRCC
ENSGALG00000040696	951	PRCC
ENSGALG00000000518	2434	KLHL12
ENSGALG00000000518	4719	KLHL12
ENSGALG00000008747	3527	ITGA8
ENSGALG00000008747	3072	ITGA8
ENSGALG00000030075	8837	
ENSGALG00000030075	8918	
ENSGALG00000036960	1179	
ENSGALG00000004096	2799	CHRNA7
ENSGALG00000039742	1434	CYP21A1
ENSGALG00000015070	3253	FIG4
ENSGALG00000015070	2730	FIG4
ENSGALG00000015665	3905	SH3BP2
ENSGALG00000007673	1590	LRRC59
ENSGALG00000007673	1464	LRRC59
ENSGALG00000007673	996	LRRC59
ENSGALG00000002937	2511	PSME3
ENSGALG00000002937	750	PSME3
ENSGALG00000034788	462	
ENSGALG00000028673	1053	3-Mar
ENSGALG00000010217	2538	
ENSGALG00000030980	2029	
ENSGALG00000036754	1359	CHKA
ENSGALG00000036754	1098	CHKA
ENSGALG00000008530	1522	EIF4A3
ENSGALG00000008530	1248	EIF4A3
ENSGALG00000004103	1170	FAM81A
ENSGALG00000037735	387	CENPA
ENSGALG00000000436	255	RABIF
ENSGALG00000037987	685	
ENSGALG00000005327	651	RBP2
ENSGALG00000040583	492	FAM136A
ENSGALG00000038635	2431	
ENSGALG00000032847	1120	
ENSGALG00000023740	625	HBZ
ENSGALG00000023740	930	HBZ
ENSGALG00000028135	582	
ENSGALG00000028135	697	
ENSGALG00000033522	5707	
ENSGALG00000037875	651	RBP1
ENSGALG00000015666	2335	TNIP2
ENSGALG00000015666	1476	TNIP2
ENSGALG00000009451	1307	PPID
ENSGALG00000009451	1153	PPID
ENSGALG00000009451	1572	PPID
ENSGALG00000033658	1164	
ENSGALG00000033658	1020	
ENSGALG00000004150	3330	MYO1E
ENSGALG00000030994	768	MRPL24
ENSGALG00000008764	3064	FAM171A1
ENSGALG00000007684	1362	
ENSGALG00000007684	1392	
ENSGALG00000004704	3845	
ENSGALG00000004704	3740	
ENSGALG00000004704	4349	
ENSGALG00000032560	312	
ENSGALG00000010238	1951	
ENSGALG00000010238	1997	
ENSGALG00000030034	1077	G6PC
ENSGALG00000026187	836	NMNAT3
ENSGALG00000000576	1512	RRNAD1
ENSGALG00000015667	2445	FAM193A
ENSGALG00000031597	516	HBAD
ENSGALG00000014854	2452	MYL12A
ENSGALG00000014854	1311	MYL12A
ENSGALG00000014854	4969	MYL12A
ENSGALG00000029428	2055	
ENSGALG00000029428	2262	
ENSGALG00000037289	1822	ATL2
ENSGALG00000032231	5112	C4
ENSGALG00000032231	736	C4
ENSGALG00000035810	1881	
ENSGALG00000035810	1231	
ENSGALG00000002880	1989	
ENSGALG00000015224	5244	AK9
ENSGALG00000029140	417	CRABP2
ENSGALG00000034606	1279	
ENSGALG00000034606	1241	
ENSGALG00000034606	1327	
ENSGALG00000034606	1136	
ENSGALG00000014152	1161	
ENSGALG00000014152	786	
ENSGALG00000043234	566	HBAA
ENSGALG00000002013	1413	MEAF6
ENSGALG00000002013	1320	MEAF6
ENSGALG00000002013	1501	MEAF6
ENSGALG00000002013	1349	MEAF6
ENSGALG00000002013	858	MEAF6
ENSGALG00000002013	1411	MEAF6
ENSGALG00000002013	1344	MEAF6
ENSGALG00000010219	1277	
ENSGALG00000010219	1325	
ENSGALG00000010219	1118	
ENSGALG00000033769	1749	
ENSGALG00000015668	3286	RNF4
ENSGALG00000037387	2759	CLSTN2
ENSGALG00000037387	2594	CLSTN2
ENSGALG00000014699	3504	MEGF10
ENSGALG00000014699	3511	MEGF10
ENSGALG00000014699	3354	MEGF10
ENSGALG00000008791	1497	NMT2
ENSGALG00000008791	1443	NMT2
ENSGALG00000038129	683	
ENSGALG00000026188	5629	
ENSGALG00000039072	1107	
ENSGALG00000039072	423	
ENSGALG00000036888	996	
ENSGALG00000007676	1498	EME1
ENSGALG00000007676	1319	EME1
ENSGALG00000007676	2017	EME1
ENSGALG00000007676	1599	EME1
ENSGALG00000007676	735	EME1
ENSGALG00000020488	2231	
ENSGALG00000008504	2374	HNRNPLL
ENSGALG00000020251	3501	FNIP2
ENSGALG00000020251	3270	FNIP2
ENSGALG00000004161	1786	CCNB2
ENSGALG00000004161	1194	CCNB2
ENSGALG00000015685	1638	CFAP99
ENSGALG00000042892	975	
ENSGALG00000007473	1104	MRPL28
ENSGALG00000002856	1701	RUNDC1
ENSGALG00000002856	1545	RUNDC1
ENSGALG00000010246	6616	OSBPL8
ENSGALG00000010246	2735	OSBPL8
ENSGALG00000005286	2211	TRIM42
ENSGALG00000010221	3024	
ENSGALG00000039969	300	
ENSGALG00000039969	297	
ENSGALG00000008794	1327	RPP38
ENSGALG00000007727	1581	
ENSGALG00000007727	1653	
ENSGALG00000007727	1608	
ENSGALG00000007727	1494	
ENSGALG00000015231	2055	ZBTB24
ENSGALG00000021158	1791	SLC7A9
ENSGALG00000031230	1122	
ENSGALG00000013239	5133	NES
ENSGALG00000013239	5097	NES
ENSGALG00000035426	660	
ENSGALG00000029533	5152	LRP5
ENSGALG00000019663	551	ACBD7
ENSGALG00000015687	1356	
ENSGALG00000015687	1338	
ENSGALG00000011930	4704	OVST
ENSGALG00000011930	4505	OVST
ENSGALG00000011930	4502	OVST
ENSGALG00000011930	4320	OVST
ENSGALG00000011930	4513	OVST
ENSGALG00000011930	4518	OVST
ENSGALG00000041228	1120	
ENSGALG00000015237	1022	PPIL6
ENSGALG00000010657	3648	
ENSGALG00000010657	3468	
ENSGALG00000010657	3339	
ENSGALG00000010657	2679	
ENSGALG00000002021	2202	
ENSGALG00000002021	1842	
ENSGALG00000032053	2172	SPSB4
ENSGALG00000032053	1275	SPSB4
ENSGALG00000032053	1098	SPSB4
ENSGALG00000038812	1664	MRPL27
ENSGALG00000029402	3184	AXIN1
ENSGALG00000029402	1158	AXIN1
ENSGALG00000038410	1524	
ENSGALG00000038410	1020	
ENSGALG00000038410	1362	
ENSGALG00000013234	957	HAPLN2
ENSGALG00000032655	748	
ENSGALG00000023348	1611	HPDL
ENSGALG00000037214	600	
ENSGALG00000014703	2898	PRRC1
ENSGALG00000014703	1582	PRRC1
ENSGALG00000002837	591	RPL27
ENSGALG00000002837	483	RPL27
ENSGALG00000008813	1979	CROT
ENSGALG00000004756	2394	CEP89
ENSGALG00000019932	1155	
ENSGALG00000038431	300	
ENSGALG00000005283	5052	SLC25A36
ENSGALG00000019757	1581	
ENSGALG00000033209	306	
ENSGALG00000013828	1402	GALM
ENSGALG00000013828	1337	GALM
ENSGALG00000013828	1557	GALM
ENSGALG00000002098	2765	GRIK3
ENSGALG00000040694	1122	
ENSGALG00000035846	648	
ENSGALG00000041761	1376	
ENSGALG00000029604	1155	
ENSGALG00000029034	731	CTXN3
ENSGALG00000015688	1980	MXD4
ENSGALG00000015688	2004	MXD4
ENSGALG00000040070	1689	PDIA2
ENSGALG00000004171	5780	RNF111
ENSGALG00000004171	3530	RNF111
ENSGALG00000004171	2884	RNF111
ENSGALG00000002832	906	IFI35
ENSGALG00000013232	1565	RHBG
ENSGALG00000013232	1947	RHBG
ENSGALG00000042174	306	
ENSGALG00000034534	1431	FAAP24
ENSGALG00000007702	2773	XYLT2
ENSGALG00000042449	993	
ENSGALG00000007037	4413	PPP6R3
ENSGALG00000014847	6281	MYOM1
ENSGALG00000014847	5057	MYOM1
ENSGALG00000014847	4896	MYOM1
ENSGALG00000014847	1704	MYOM1
ENSGALG00000010226	4095	
ENSGALG00000010226	1387	
ENSGALG00000010226	1381	
ENSGALG00000031478	7455	
ENSGALG00000039012	4522	
ENSGALG00000032175	1743	
ENSGALG00000002112	2995	CSF3R
ENSGALG00000002818	2155	VAT1
ENSGALG00000015276	1482	
ENSGALG00000033800	876	
ENSGALG00000033800	1059	
ENSGALG00000038528	1080	
ENSGALG00000038528	627	
ENSGALG00000007741	852	
ENSGALG00000007741	729	
ENSGALG00000007741	681	
ENSGALG00000036819	684	ARHGDIG
ENSGALG00000036819	690	ARHGDIG
ENSGALG00000010253	5000	ZDHHC17
ENSGALG00000010253	1809	ZDHHC17
ENSGALG00000010253	2050	ZDHHC17
ENSGALG00000029102	1741	PXYLP1
ENSGALG00000029102	6550	PXYLP1
ENSGALG00000029102	1752	PXYLP1
ENSGALG00000029102	1362	PXYLP1
ENSGALG00000029102	1452	PXYLP1
ENSGALG00000014690	3453	SLC12A2
ENSGALG00000014690	3405	SLC12A2
ENSGALG00000002804	1801	RND2
ENSGALG00000042202	249	
ENSGALG00000030760	477	
ENSGALG00000039339	4310	
ENSGALG00000039339	4083	
ENSGALG00000040907	1059	
ENSGALG00000007713	933	CD300A
ENSGALG00000007713	933	CD300A
ENSGALG00000007713	624	CD300A
ENSGALG00000039296	1377	
ENSGALG00000039296	381	
ENSGALG00000015692	2577	POLN
ENSGALG00000004192	3111	SLTM
ENSGALG00000007047	817	GAL
ENSGALG00000007047	745	GAL
ENSGALG00000013821	1349	GEMIN6
ENSGALG00000020249	4959	RAPGEF2
ENSGALG00000020249	4941	RAPGEF2
ENSGALG00000020249	4935	RAPGEF2
ENSGALG00000020249	4788	RAPGEF2
ENSGALG00000020249	4476	RAPGEF2
ENSGALG00000005893	2235	ZFAND4
ENSGALG00000005893	2226	ZFAND4
ENSGALG00000005893	2202	ZFAND4
ENSGALG00000005893	2181	ZFAND4
ENSGALG00000005893	2175	ZFAND4
ENSGALG00000005893	2091	ZFAND4
ENSGALG00000005893	1944	ZFAND4
ENSGALG00000010228	1848	TOE1
ENSGALG00000040648	1732	RGS11
ENSGALG00000015283	1332	CEP57L1
ENSGALG00000016815	1485	UPF3A
ENSGALG00000016815	1467	UPF3A
ENSGALG00000037474	1797	
ENSGALG00000036362	2484	
ENSGALG00000002781	5560	BRCA1
ENSGALG00000002123	1182	OSCP1
ENSGALG00000002123	1211	OSCP1
ENSGALG00000041774	420	
ENSGALG00000034302	119	5S_rRNA
ENSGALG00000019755	465	CD300L-S1
ENSGALG00000029321	453	
ENSGALG00000036721	119	5S_rRNA
ENSGALG00000031740	3768	
ENSGALG00000030558	743	
ENSGALG00000004204	4020	FAM63B
ENSGALG00000030067	234	
ENSGALG00000037787	4099	MEF2D
ENSGALG00000037787	1840	MEF2D
ENSGALG00000037787	1922	MEF2D
ENSGALG00000037787	1784	MEF2D
ENSGALG00000036509	119	5S_rRNA
ENSGALG00000004814	2040	RHPN2
ENSGALG00000004814	2004	RHPN2
ENSGALG00000004814	2031	RHPN2
ENSGALG00000010858	14104	LRP2
ENSGALG00000032113	764	
ENSGALG00000043177	119	5S_rRNA
ENSGALG00000035971	249	
ENSGALG00000029246	623	
ENSGALG00000002127	645	LSM10
