am_gene_id	transcript_id	protein_id	gene_symbol	gene_name	
AMISG003103	AMIST004638	AMISP004638	HOOK3	hook homolog 3 (Drosophila)	
AMISG003104	AMIST004639	AMISP004639	KCMF1	potassium channel modulatory factor 1	
AMISG003105	AMIST004640|AMIST004641	AMISP004640|AMISP004641	AMISG003105	AMISG003105 uncharacterized protein	
AMISG003106	AMIST004642	AMISP004642	AMISG003106	AMISG003106 uncharacterized protein	
AMISG003107	AMIST004643	AMISP004643	AMISG003107	AMISG003107 uncharacterized protein	
AMISG003108	AMIST004644	AMISP004644	DNTTIP2	deoxynucleotidyltransferase	
AMISG003109	AMIST004645	AMISP004645	LOC100565373L	similar to anole LOC100565373 (acidic mammalian chitinase-like)	
AMISG003110	AMIST004646|AMIST004647	AMISP004646|AMISP004647	CHIT1	chitinase 1 (chitotriosidase)	
AMISG003111	AMIST004648	AMISP004648	BTG2	BTG family	
AMISG003112	AMIST004649|AMIST004650|AMIST004651	AMISP004649|AMISP004650|AMISP004651	FMOD	fibromodulin	
AMISG003113	AMIST004652	AMISP004652	PRELP	proline/arginine-rich end leucine-rich repeat protein	
AMISG003114	AMIST004653	AMISP004653	OPTC	opticin	
AMISG003115	AMIST004654	AMISP004654	ATP2B4	ATPase	
AMISG003116	AMIST004655|AMIST004656	AMISP004655|AMISP004656	ZBED6	zinc finger	
AMISG003117	AMIST004657|AMIST004658|AMIST004659	AMISP004657|AMISP004658|AMISP004659	ZC3H11A	zinc finger CCCH-type containing 11A	
AMISG003118	AMIST004660	AMISP004660	RRP12	ribosomal RNA processing 12 homolog (S. cerevisiae)	
AMISG003119	AMIST004661	AMISP004661	SNRPE	small nuclear ribonucleoprotein polypeptide E	
AMISG003120	AMIST004662|AMIST004663	AMISP004662|AMISP004663	SOX13	SRY (sex determining region Y)-box 13	
AMISG003121	AMIST004664	AMISP004664	SLC43A3	solute carrier family 43	
AMISG003122	AMIST004665	AMISP004665	AMISG003122	AMISG003122 uncharacterized protein	
AMISG003123	AMIST004666|AMIST004667	AMISP004666|AMISP004667	PRG2	proteoglycan 2	
AMISG003124	AMIST004668|AMIST004669|AMIST004670	AMISP004668|AMISP004669|AMISP004670	P2RX3	purinergic receptor P2X	
AMISG003125	AMIST004671	AMISP004671	SSRP1	structure specific recognition protein 1	
AMISG003126	AMIST004672|AMIST004673|AMIST004674	AMISP004672|AMISP004673|AMISP004674	TNKS1BP1	tankyrase 1 binding protein 1	
AMISG003127	AMIST004675	AMISP004675	NAA50	N(alpha)-acetyltransferase 50	
AMISG003128	AMIST004676|AMIST004677|AMIST004678|AMIST004679	AMISP004676|AMISP004677|AMISP004678|AMISP004679	AMISG003128	AMISG003128 uncharacterized protein	
AMISG003129	AMIST004680	AMISP004680	AMISG003129	AMISG003129 uncharacterized protein	
AMISG003130	AMIST004681	AMISP004681	FZD4	frizzled family receptor 4	
AMISG003131	AMIST004682	AMISP004682	AMISG003131	AMISG003131 uncharacterized protein	
AMISG003132	AMIST004683	AMISP004683	AMISG003132	AMISG003132 uncharacterized protein	
AMISG003133	AMIST004684	AMISP004684	MUC3B	mucin 3B	
AMISG003134	AMIST004685	AMISP004685	PDSS2	prenyl (decaprenyl) diphosphate synthase	
AMISG003135	AMIST004686|AMIST004687|AMIST004688	AMISP004686|AMISP004687|AMISP004688	BEND3	BEN domain containing 3	
AMISG003136	AMIST004689	AMISP004689	C3H6ORF203L	similar to chicken C3H6ORF203	
AMISG003137	AMIST004690	AMISP004690	AMISG003137	AMISG003137 uncharacterized protein	
AMISG003138	AMIST004691|AMIST004692	AMISP004691|AMISP004692	TTLL1	tubulin tyrosine ligase-like family	
AMISG003139	AMIST004693	AMISP004693	BIK	BCL2-interacting killer (apoptosis-inducing)	
AMISG003140	AMIST004694|AMIST004695	AMISP004694|AMISP004695	MCAT	malonyl CoA:ACP acyltransferase (mitochondrial)	
AMISG003141	AMIST004696|AMIST004697	AMISP004696|AMISP004697	LRRC3B	leucine rich repeat containing 3B	
AMISG003142	AMIST004698|AMIST004699	AMISP004698|AMISP004699	NEK10	NIMA (never in mitosis gene a)- related kinase 10	
AMISG003143	AMIST004700	AMISP004700	SLC4A7	solute carrier family 4	
AMISG003144	AMIST004701	AMISP004701	AMISG003144	AMISG003144 uncharacterized protein	
AMISG003145	AMIST004702	AMISP004702	ZNF706	zinc finger protein 706	
AMISG003146	AMIST004703	AMISP004703	AMISG003146	AMISG003146 uncharacterized protein	
AMISG003147	AMIST004704	AMISP004704	AMISG003147	AMISG003147 uncharacterized protein	
AMISG003148	AMIST004705	AMISP004705	FAM46A	family with sequence similarity 46	
AMISG003149	AMIST004706	AMISP004706	AMISG003149	AMISG003149 uncharacterized protein	
AMISG003150	AMIST004707	AMISP004707	BCORL1	BCL6 corepressor-like 1	
AMISG003151	AMIST004708|AMIST004709|AMIST004710	AMISP004708|AMISP004709|AMISP004710	UTP14A	UTP14	
AMISG003152	AMIST004711	AMISP004711	ZDHHC9	zinc finger	
AMISG003153	AMIST004712|AMIST004713	AMISP004712|AMISP004713	XPNPEP2	X-prolyl aminopeptidase (aminopeptidase P) 2	
AMISG003154	AMIST004714	AMISP004714	AMISG003154	AMISG003154 uncharacterized protein	
AMISG003155	AMIST004715	AMISP004715	AMISG003155	AMISG003155 uncharacterized protein	
AMISG003156	AMIST004716|AMIST004717	AMISP004716|AMISP004717	OCRL	oculocerebrorenal syndrome of Lowe	
AMISG003157	AMIST004718	AMISP004718	AMISG003157	AMISG003157 uncharacterized protein	
AMISG003158	AMIST004719	AMISP004719	AMISG003158	AMISG003158 uncharacterized protein	
AMISG003159	AMIST004720|AMIST004721|AMIST004722|AMIST004723|AMIST004724	AMISP004720|AMISP004721|AMISP004722|AMISP004723|AMISP004724	MKI67	antigen identified by monoclonal antibody Ki-67	
AMISG003160	AMIST004725|AMIST004726	AMISP004725|AMISP004726	PTPRE	protein tyrosine phosphatase	
AMISG003161	AMIST004727	AMISP004727	AMISG003161	AMISG003161 uncharacterized protein	
AMISG003162	AMIST004728|AMIST004729	AMISP004728|AMISP004729	EDNRA	endothelin receptor type A	
AMISG003163	AMIST004730	AMISP004730	TTC29	tetratricopeptide repeat domain 29	
AMISG003164	AMIST004731	AMISP004731	POU4F2	POU class 4 homeobox 2	
AMISG003165	AMIST004732	AMISP004732	AMISG003165	AMISG003165 uncharacterized protein	
AMISG003166	AMIST004733	AMISP004733	CRTAP	cartilage associated protein	
AMISG003167	AMIST004734	AMISP004734	GLB1	galactosidase	
AMISG003168	AMIST004735|AMIST004736	AMISP004735|AMISP004736	AMISG003168	AMISG003168 uncharacterized protein	
AMISG003169	AMIST004737	AMISP004737	CASP14	caspase 14	
AMISG003170	AMIST004738|AMIST004739	AMISP004738|AMISP004739	SLC25A38	solute carrier family 25	
AMISG003171	AMIST004740	AMISP004740	AMISG003171	AMISG003171 uncharacterized protein	
AMISG003172	AMIST004741	AMISP004741	AMISG003172	AMISG003172 uncharacterized protein	
AMISG003173	AMIST004742|AMIST004743	AMISP004742|AMISP004743	AMISG003173	AMISG003173 uncharacterized protein	
AMISG003174	AMIST004744	AMISP004744	AMISG003174	AMISG003174 uncharacterized protein	
AMISG003175	AMIST004745|AMIST004746	AMISP004745|AMISP004746	AMISG003175	AMISG003175 uncharacterized protein	
AMISG003176	AMIST004747|AMIST004748	AMISP004747|AMISP004748	AMISG003176	AMISG003176 uncharacterized protein	
AMISG003177	AMIST004749	AMISP004749	CGA	glycoprotein hormones	
AMISG003178	AMIST004750	AMISP004750	ZNF292	zinc finger protein 292	
AMISG003179	AMIST004751|AMIST004752|AMIST004753	AMISP004751|AMISP004752|AMISP004753	SMIM8	small integral membrane protein 8	
AMISG003180	AMIST004754	AMISP004754	C6ORF163L	similar to chicken C6ORF163	
AMISG003181	AMIST004755|AMIST004756	AMISP004755|AMISP004756	AMISG003181	AMISG003181 uncharacterized protein	
AMISG003182	AMIST004757	AMISP004757	TNFRSF11B	tumor necrosis factor receptor superfamily	
AMISG003183	AMIST004758|AMIST004759	AMISP004758|AMISP004759	COLEC10	collectin sub-family member 10 (C-type lectin)	
AMISG003184	AMIST004760|AMIST004761	AMISP004760|AMISP004761	MAL2	mal	
AMISG003185	AMIST004762	AMISP004762	NOV	nephroblastoma overexpressed gene	
AMISG003186	AMIST004763|AMIST004764	AMISP004763|AMISP004764	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	
AMISG003187	AMIST004765	AMISP004765	TAF2	TAF2 RNA polymerase II	
AMISG003188	AMIST004766|AMIST004767	AMISP004766|AMISP004767	DEPDC6	DEP domain containing 6	
AMISG003189	AMIST004768|AMIST004769|AMIST004770	AMISP004768|AMISP004769|AMISP004770	COL14A1	collagen	
AMISG003190	AMIST004771	AMISP004771	MRPL13	mitochondrial ribosomal protein L13	
AMISG003191	AMIST004772	AMISP004772	MTBP	Mdm2	
AMISG003192	AMIST004773	AMISP004773	SNTB1	syntrophin	
AMISG003193	AMIST004774	AMISP004774	AGR2	anterior gradient homolog 2 (Xenopus laevis)	
AMISG003194	AMIST004775|AMIST004776	AMISP004775|AMISP004776	AGR3	anterior gradient homolog 3 (Xenopus laevis)	
AMISG003195	AMIST004777	AMISP004777	AMISG003195	AMISG003195 uncharacterized protein	
AMISG003196	AMIST004778	AMISP004778	DNAH11	dynein	
AMISG003197	AMIST004779|AMIST004780	AMISP004779|AMISP004780	PPCDC	phosphopantothenoylcysteine decarboxylase	
AMISG003198	AMIST004781|AMIST004782|AMIST004783|AMIST004784|AMIST004785	AMISP004781|AMISP004782|AMISP004783|AMISP004784|AMISP004785	SCAMP5	secretory carrier membrane protein 5	
AMISG003199	AMIST004786	AMISP004786	RPP25	ribonuclease P/MRP 25kDa subunit	
AMISG003200	AMIST004787	AMISP004787	COX5A	cytochrome c oxidase subunit Va	
AMISG003201	AMIST004788|AMIST004789|AMIST004790	AMISP004788|AMISP004789|AMISP004790	FAM219B	family with sequence similarity 219	
AMISG003202	AMIST004791	AMISP004791	MPI	mannose phosphate isomerase	
AMISG003203	AMIST004792	AMISP004792	SCAMP2	secretory carrier membrane protein 2	
AMISG003204	AMIST004793	AMISP004793	AQP9	aquaporin 9	
AMISG003205	AMIST004794	AMISP004794	ALDH1A2	aldehyde dehydrogenase 1 family	
AMISG003206	AMIST004795	AMISP004795	AMISG003206	AMISG003206 uncharacterized protein	
AMISG003207	AMIST004796	AMISP004796	POLR2M	polymerase (RNA) II (DNA directed) polypeptide M	
AMISG003208	AMIST004797	AMISP004797	GCOM1	GRINL1A complex locus 1	
AMISG003209	AMIST004798|AMIST004799|AMIST004800	AMISP004798|AMISP004799|AMISP004800	CGNL1	cingulin-like 1	
AMISG003210	AMIST004801	AMISP004801	AMISG003210	AMISG003210 uncharacterized protein	
AMISG003211	AMIST004802|AMIST004803|AMIST004804	AMISP004802|AMISP004803|AMISP004804	TCF12	transcription factor 12 (HTF4	
AMISG003212	AMIST004805	AMISP004805	AMISG003212	AMISG003212 uncharacterized protein	
AMISG003213	AMIST004806|AMIST004807|AMIST004808|AMIST004809|AMIST004810	AMISP004806|AMISP004807|AMISP004808|AMISP004809|AMISP004810	ZNF280D	zinc finger protein 280D	
AMISG003214	AMIST004811	AMISP004811	MNS1	meiosis-specific nuclear structural 1	
AMISG003215	AMIST004812	AMISP004812	TEX9	testis expressed 9	
AMISG003216	AMIST004813|AMIST004814	AMISP004813|AMISP004814	AMISG003216	AMISG003216 uncharacterized protein	
AMISG003217	AMIST004815	AMISP004815	AMISG003217	AMISG003217 uncharacterized protein	
AMISG003218	AMIST004816|AMIST004817	AMISP004816|AMISP004817	TACC2	transforming	
AMISG003219	AMIST004818|AMIST004819	AMISP004818|AMISP004819	BTBD16	BTB (POZ) domain containing 16	
AMISG003220	AMIST004820|AMIST004821	AMISP004820|AMISP004821	HTRA1	HtrA serine peptidase 1	
AMISG003221	AMIST004822|AMIST004823	AMISP004822|AMISP004823	HES6	hairy and enhancer of split 6 (Drosophila)	
AMISG003222	AMIST004824	AMISP004824	AMISG003222	AMISG003222 uncharacterized protein	
AMISG003223	AMIST004825|AMIST004826	AMISP004825|AMISP004826	AMISG003223	AMISG003223 uncharacterized protein	
AMISG003224	AMIST004827	AMISP004827	AMISG003224	AMISG003224 uncharacterized protein	
AMISG003225	AMIST004828	AMISP004828	AMISG003225	AMISG003225 uncharacterized protein	
AMISG003226	AMIST004829|AMIST004830|AMIST004831	AMISP004829|AMISP004830|AMISP004831	IHH	indian hedgehog	
AMISG003227	AMIST004832	AMISP004832	CCDC108	coiled-coil domain containing 108	
AMISG003228	AMIST004833|AMIST004834	AMISP004833|AMISP004834	CRYBA2	crystallin	
AMISG003229	AMIST004835	AMISP004835	FEV	FEV (ETS oncogene family)	
AMISG003230	AMIST004836	AMISP004836	CDK5R2	cyclin-dependent kinase 5	
AMISG003231	AMIST004837	AMISP004837	AMISG003231	AMISG003231 uncharacterized protein	
AMISG003232	AMIST004838	AMISP004838	AMISG003232	AMISG003232 uncharacterized protein	
AMISG003233	AMIST004839	AMISP004839	AMISG003233	AMISG003233 uncharacterized protein	
AMISG003234	AMIST004840	AMISP004840	CSRNP1	cysteine-serine-rich nuclear protein 1	
AMISG003235	AMIST004841	AMISP004841	AMISG003235	AMISG003235 uncharacterized protein	
AMISG003236	AMIST004842	AMISP004842	AMISG003236	AMISG003236 uncharacterized protein	
AMISG003237	AMIST004843	AMISP004843	AMISG003237	AMISG003237 uncharacterized protein	
AMISG003238	AMIST004844	AMISP004844	AMISG003238	AMISG003238 uncharacterized protein	
AMISG003239	AMIST004845	AMISP004845	AMISG003239	AMISG003239 uncharacterized protein	
AMISG003240	AMIST004846	AMISP004846	LOC770010L	similar to chicken LOC770010 (uncharacterized LOC770010)	
AMISG003241	AMIST004847	AMISP004847	CLEC4G	C-type lectin domain family 4	
AMISG003242	AMIST004848	AMISP004848	TRAPPC5	trafficking protein particle complex 5	
AMISG003243	AMIST004849	AMISP004849	AMISG003243	AMISG003243 uncharacterized protein	
AMISG003244	AMIST004850	AMISP004850	AMISG003244	AMISG003244 uncharacterized protein	
AMISG003245	AMIST004851	AMISP004851	AMISG003245	AMISG003245 uncharacterized protein	
AMISG003246	AMIST004852	AMISP004852	AMISG003246	AMISG003246 uncharacterized protein	
AMISG003247	AMIST004853	AMISP004853	RETN	resistin	
AMISG003248	AMIST004854	AMISP004854	STXBP2	syntaxin binding protein 2	
AMISG003249	AMIST004855	AMISP004855	PCP2	Purkinje cell protein 2 (L7)	
AMISG003250	AMIST004856	AMISP004856	PET100	PET100 homolog (S. cerevisiae)	
AMISG003251	AMIST004857	AMISP004857	XAB2	XPA binding protein 2	
AMISG003252	AMIST004858|AMIST004859|AMIST004860	AMISP004858|AMISP004859|AMISP004860	NOTCH3	notch 3	
AMISG003253	AMIST004861	AMISP004861	LOC100568091L	similar to anole LOC100568091 (epoxide hydrolase 3-like)	
AMISG003254	AMIST004862|AMIST004863	AMISP004862|AMISP004863	LOC771456L	similar to chicken LOC771456 (histamine N-methyltransferase-like)	
AMISG003255	AMIST004864	AMISP004864	AMISG003255	AMISG003255 uncharacterized protein	
AMISG003256	AMIST004865	AMISP004865	AMISG003256	AMISG003256 uncharacterized protein	
AMISG003257	AMIST004866|AMIST004867	AMISP004866|AMISP004867	MUC6	mucin 6 oligomeric mucus/gel-forming (ovomucin	
AMISG003258	AMIST004868|AMIST004869|AMIST004870|AMIST004871	AMISP004868|AMISP004869|AMISP004870|AMISP004871	MUC2	mucin 2	
AMISG003259	AMIST004872	AMISP004872	AMISG003259	AMISG003259 uncharacterized protein	
AMISG003260	AMIST004873	AMISP004873	AMISG003260	AMISG003260 uncharacterized protein	
AMISG003261	AMIST004874|AMIST004875|AMIST004876	AMISP004874|AMISP004875|AMISP004876	AMISG003261	AMISG003261 uncharacterized protein	
AMISG003262	AMIST004877	AMISP004877	RGMA	RGM domain family	
AMISG003263	AMIST004878|AMIST004879	AMISP004878|AMISP004879	CHD2	chromodomain helicase DNA binding protein 2	
AMISG003264	AMIST004880	AMISP004880	FAM174B	family with sequence similarity 174	
AMISG003265	AMIST004881	AMISP004881	LOC100554186L	similar to green anole LOC100554186 (f-actin-capping protein subunit alpha-2-like)	
AMISG003266	AMIST004882	AMISP004882	AMISG003266	AMISG003266 uncharacterized protein	
AMISG003267	AMIST004883|AMIST004884	AMISP004883|AMISP004884	HDAC3	histone deacetylase 3	
AMISG003268	AMIST004885|AMIST004886|AMIST004887	AMISP004885|AMISP004886|AMISP004887	DIAPH1	diaphanous homolog 1	
AMISG003269	AMIST004888	AMISP004888	AMISG003269	AMISG003269 uncharacterized protein	
AMISG003270	AMIST004889	AMISP004889	AMISG003270	AMISG003270 uncharacterized protein	
AMISG003271	AMIST004890	AMISP004890	ALB	albumin	
AMISG003272	AMIST004891|AMIST004892	AMISP004891|AMISP004892	AMISG003272	AMISG003272 uncharacterized protein	
AMISG003273	AMIST004893	AMISP004893	AFP	alpha-fetoprotein	
AMISG003274	AMIST004894	AMISP004894	RASSF6	Ras association (RalGDS/AF-6) domain family member 6	
AMISG003275	AMIST004895|AMIST004896	AMISP004895|AMISP004896	AMISG003275	AMISG003275 uncharacterized protein	
AMISG003276	AMIST004897	AMISP004897	AMISG003276	AMISG003276 uncharacterized protein	
AMISG003277	AMIST004898	AMISP004898	AMISG003277	AMISG003277 uncharacterized protein	
AMISG003278	AMIST004899	AMISP004899	FOXA3	forkhead box A3	
AMISG003279	AMIST004900	AMISP004900	SYMPK	symplekin	
AMISG003280	AMIST004901	AMISP004901	SIX5	SIX homeobox 5	
AMISG003281	AMIST004902|AMIST004903	AMISP004902|AMISP004903	LOC564590L	similar to zebrafish LOC564590 (uncharacterized LOC564590)	
AMISG003282	AMIST004904|AMIST004905|AMIST004906	AMISP004904|AMISP004905|AMISP004906	FBXO46	F-box protein 46	
AMISG003283	AMIST004907	AMISP004907	EML1	echinoderm microtubule associated protein like 1	
AMISG003284	AMIST004908	AMISP004908	GPR4	G protein-coupled receptor 4	
AMISG003285	AMIST004909	AMISP004909	LGALS9	lectin	
AMISG003286	AMIST004910	AMISP004910	NKPD1	NTPase	
AMISG003287	AMIST004911|AMIST004912|AMIST004913|AMIST004914	AMISP004911|AMISP004912|AMISP004913|AMISP004914	PPP1R37	protein phosphatase 1	
AMISG003288	AMIST004915	AMISP004915	CLASRP	CLK4-associating serine/arginine rich protein	
AMISG003289	AMIST004916	AMISP004916	RELB	v-rel reticuloendotheliosis viral oncogene homolog B	
AMISG003290	AMIST004917	AMISP004917	CLPTM1	cleft lip and palate associated transmembrane protein 1	
AMISG003291	AMIST004918	AMISP004918	AMISG003291	AMISG003291 uncharacterized protein	
AMISG003292	AMIST004919	AMISP004919	ERCC1	excision repair cross-complementing rodent repair deficiency	
AMISG003293	AMIST004920	AMISP004920	CD3EAP	CD3e molecule	
AMISG003294	AMIST004921	AMISP004921	PPP1R13L	protein phosphatase 1	
AMISG003295	AMIST004922	AMISP004922	KLC3	kinesin light chain 3	
AMISG003296	AMIST004923	AMISP004923	CKM	creatine kinase	
AMISG003297	AMIST004924|AMIST004925	AMISP004924|AMISP004925	MARK4	MAP/microtubule affinity-regulating kinase 4	
AMISG003298	AMIST004926|AMIST004927	AMISP004926|AMISP004927	EXOC3L2	exocyst complex component 3-like 2	
AMISG003299	AMIST004928	AMISP004928	ZFP688	zinc finger protein 688	
AMISG003300	AMIST004929	AMISP004929	FOSB	FBJ murine osteosarcoma viral oncogene homolog B	
AMISG003301	AMIST004930	AMISP004930	RTN2	reticulon 2	
AMISG003302	AMIST004931	AMISP004931	VASP	vasodilator-stimulated phosphoprotein	
AMISG003303	AMIST004932	AMISP004932	OPA3	optic atrophy 3 (autosomal recessive	
AMISG003304	AMIST004933	AMISP004933	AMISG003304	AMISG003304 uncharacterized protein	
AMISG003305	AMIST004934	AMISP004934	AMISG003305	AMISG003305 uncharacterized protein	
AMISG003306	AMIST004935	AMISP004935	AMISG003306	AMISG003306 uncharacterized protein	
AMISG003307	AMIST004936|AMIST004937	AMISP004936|AMISP004937	LOC100858953L	similar to chicken LOC100858953 (uncharacterized LOC100858953)	
AMISG003308	AMIST004938	AMISP004938	RIPPLY2	ripply2 homolog (zebrafish)	
AMISG003309	AMIST004939|AMIST004940	AMISP004939|AMISP004940	CYB5R4	cytochrome b5 reductase 4	
AMISG003310	AMIST004941	AMISP004941	AMISG003310	AMISG003310 uncharacterized protein	
AMISG003311	AMIST004942	AMISP004942	KPNA7	karyopherin alpha 7 (importin alpha 8)	
AMISG003312	AMIST004943|AMIST004944	AMISP004943|AMISP004944	SMURF1	SMAD specific E3 ubiquitin protein ligase 1	
AMISG003313	AMIST004945	AMISP004945	LOC100556613L	similar to green anole LOC100556613 (urotensin-2 receptor-like)	
AMISG003314	AMIST004946	AMISP004946	RNF216	ring finger protein 216	
AMISG003315	AMIST004947	AMISP004947	FSCN1	fascin homolog 1	
AMISG003316	AMIST004948	AMISP004948	AMISG003316	AMISG003316 uncharacterized protein	
AMISG003317	AMIST004949	AMISP004949	FBXL18	F-box and leucine-rich repeat protein 18	
AMISG003318	AMIST004950|AMIST004951|AMIST004952	AMISP004950|AMISP004951|AMISP004952	TNRC18	trinucleotide repeat containing 18	
AMISG003319	AMIST004953	AMISP004953	SLC29A4	solute carrier family 29 (nucleoside transporters)	
AMISG003320	AMIST004954|AMIST004955	AMISP004954|AMISP004955	WIPI2	WD repeat domain	
AMISG003321	AMIST004956	AMISP004956	MMD2	monocyte to macrophage differentiation-associated 2	
AMISG003322	AMIST004957|AMIST004958|AMIST004959	AMISP004957|AMISP004958|AMISP004959	RADIL	Ras association and DIL domains	
AMISG003323	AMIST004960|AMIST004961	AMISP004960|AMISP004961	AP5Z1	adaptor-related protein complex 5	
AMISG003324	AMIST004962	AMISP004962	FOXK1	forkhead box K1	
AMISG003325	AMIST004963	AMISP004963	AMISG003325	AMISG003325 uncharacterized protein	
